step,KuhnPoker/conv,KuhnPoker/iters,KuhnPoker/nodes_touched,KuhnPoker/tau,KuhnPoker/alpha,KuhnPoker/beta,KuhnPoker/gamma
147,0.0008030253103371299,147,17052,1,1.1956548218030365,-1.2616102805552232,4.991723640631343
148,0.000738554129587371,148,17168,1,1.196239045888925,-1.2655615022807163,4.991656410366645
149,0.000976512053358386,149,17284,1,1.195432184163717,-1.270348342991547,4.991611750962463
150,0.0003199048979560526,150,17400,1,1.212522165324129,-1.2646702327886008,4.9912581739931685
151,0.0008187396742111719,151,17516,1,1.1608011899484363,-1.2999611557076536,4.9920541096400015
152,0.0007941917817866351,152,17632,1,1.2104848726633068,-1.2745046739396118,4.991171954469149
153,0.0007594697140470008,153,17748,1,1.212312096682505,-1.2777815156730266,4.991077301424999
154,0.0006984734032915996,154,17864,1,1.2134340315629613,-1.281489988562238,4.990994057691973
155,0.0009044603045112176,155,17980,1,1.2126216650449606,-1.2863699187012343,4.990944451807271
156,0.00024832514993494703,156,18096,1,1.2287820113242967,-1.2811476012856193,4.990583433954164
157,0.0008101409991232156,157,18212,1,1.1679860477393107,-1.3227884691525078,4.991574064028704
158,0.0006935086438521199,158,18328,1,1.2300182277864626,-1.2892123454944646,4.990425600049834
159,0.0007239014279448175,159,18444,1,1.2256390694117725,-1.2962847429325917,4.99043930418483
160,0.0007055586974407391,160,18560,1,1.2311281675224703,-1.2974305474775785,4.990266066791095
161,0.0008723443492300309,161,18676,1,1.2332071495178023,-1.3006445207462995,4.990155527211096
162,0.0002572636351761415,162,18792,1,1.2471588996284655,-1.296680523993366,4.989810103696296
163,0.0007726902995621454,163,18908,1,1.1895630753836084,-1.336935384702268,4.990810477937519
164,0.0007003233921567542,164,19024,1,1.247847437340492,-1.3052248358310576,4.989647859343689
165,0.0006938461917128103,165,19140,1,1.2463027767233816,-1.3106853516124595,4.989603189397782
166,0.0007214358214116534,166,19256,1,1.2492136555921913,-1.313435992898087,4.989467526501826
167,0.0008631709550060707,167,19372,1,1.254548722068319,-1.314702232710637,4.989280040882948
168,0.0002458085479162264,168,19488,1,1.266936765995125,-1.311644162718592,4.988939714767877
169,0.0006899661442235083,169,19604,1,1.207252978941802,-1.3538018442228568,4.990049045125919
170,0.0007297513921227794,170,19720,1,1.2624736704249655,-1.3235086279387078,4.988871517317158
171,0.0006482859909505978,171,19836,1,1.2686897972461155,-1.3242411894809032,4.9886543850576635
172,0.0005559203571168791,172,19952,1,1.2661280356945548,-1.3304369517982737,4.98862518758953
173,0.0008454431471735802,173,20068,1,1.2617776109044936,-1.3377982227490373,4.988633389234888
174,0.00033004733198940817,174,20184,1,1.28634059770226,-1.3270800920673707,4.988001064506646
175,0.0005691680754456863,175,20300,1,1.2422403624138856,-1.3596702712875284,4.988871749604761
176,0.0007545804748002594,176,20416,1,1.273168072829973,-1.344601761949857,4.988119096983354
177,0.0005853117919288053,177,20532,1,1.2908484350336589,-1.3381229102022316,4.9876229452883045
178,0.0005787428059491895,178,20648,1,1.281405152005271,-1.3487526981623765,4.98774839426779
179,0.0008016064245356391,179,20764,1,1.2842501691378791,-1.3516452516308473,4.987588303372311
180,0.00047632673843311935,180,20880,1,1.3042244166564851,-1.343706621135047,4.987016813575948
181,0.00040525637968147343,181,20996,1,1.2812056358645336,-1.3630679453009995,4.987466286680387
182,0.0007615022776277514,182,21112,1,1.2764127774890626,-1.3709540406832441,4.9874790670691596
183,0.0005088700528591561,183,21228,1,1.311943569200757,-1.3528877424418695,4.9865236406275795
184,0.0005925134936568821,184,21344,1,1.2948383013700198,-1.3685750203727174,4.986842352957206
185,0.000717629427823635,185,21460,1,1.3060241053662642,-1.3661205645811232,4.986462610322356
186,0.000627720650794833,186,21576,1,1.3192705547349062,-1.3623950335571453,4.986020055846538
187,0.00028824800251006644,187,21692,1,1.315868393752975,-1.369323610256198,4.985998378572136
188,0.0007148870443801081,188,21808,1,1.279558715452825,-1.3980453839142115,4.986789132354113
189,0.000520214426960014,189,21924,1,1.3294711772333925,-1.3701467499964233,4.985419598887546
190,0.0005847674213868836,190,22040,1,1.3166168144032322,-1.3832657817792504,4.9856443114345055
191,0.0005900289214380017,191,22156,1,1.3260734198715654,-1.3819250332590618,4.985279044884624
192,0.000732346269173928,192,22272,1,1.3300022451571194,-1.3841998985928918,4.985055774166037
193,0.00022347381514770115,193,22388,1,1.3446416324030612,-1.3795664512835,4.984533904854666
194,0.0005537473726005271,194,22504,1,1.2870858472248432,-1.4228238414199392,4.9859343054249265
195,0.0006742597376243331,195,22620,1,1.3371556624633663,-1.3940909177848115,4.984494763026181
196,0.0005227529191711988,196,22736,1,1.3508344457214598,-1.390033023222594,4.983982784828976
197,0.0005194067188581397,197,22852,1,1.3411431127537508,-1.4012492659859466,4.9841299452049945
198,0.0007095545558192806,198,22968,1,1.344295542311094,-1.4040765107727085,4.983910693204821
199,0.0004974255996348376,199,23084,1,1.3640030947075075,-1.3960594856828283,4.983203370509478
200,0.00026815476658240134,200,23200,1,1.349034839016231,-1.4107952250975107,4.983508366690822
201,0.0006807086661806405,201,23316,1,1.320613050377141,-1.4351632056246804,4.984184221811146
202,0.0004703697763757675,202,23432,1,1.3723825448888134,-1.405244107559691,4.982533584790272
203,0.0005413214426526758,203,23548,1,1.356620107321367,-1.4206251796116938,4.982869439539463
204,0.000505339593013715,204,23664,1,1.3674402335093576,-1.418361009511617,4.982397133427547
205,0.0006649193388736929,205,23780,1,1.3673641159591512,-1.4233919728600188,4.982253254901055
206,0.00020922912407941863,206,23896,1,1.3852624522587254,-1.4164791804698742,4.981540971620204
207,0.0005098780484824594,207,24012,1,1.3285980777982267,-1.460410254592249,4.983125155824654
208,0.0006266540666053366,208,24128,1,1.37838667346544,-1.4310050747598695,4.98145307883186
209,0.00047169378022057784,209,24244,1,1.3927570956459434,-1.4264084055781,4.980829120352484
210,0.0004912313017687298,210,24360,1,1.3813598237334581,-1.439071357467934,4.98104221049167
211,0.0006363988828991529,211,24476,1,1.3870197168042082,-1.4402880932966287,4.980695142431019
212,0.0005193594904487897,212,24592,1,1.4042180563584825,-1.4337757255850665,4.979952099245703
213,0.00025668001667086826,213,24708,1,1.3970291704816429,-1.4436280642553163,4.980027450233982
214,0.0006138639877092955,214,24824,1,1.3636698301419619,-1.4720157371325067,4.980969221871238
215,0.0004897166655848662,215,24940,1,1.4129842362770686,-1.4429928468255884,4.979129226451064
216,0.0004966666364080718,216,25056,1,1.4045723825782046,-1.4537507108919807,4.979246661784121
217,0.0004531605122868321,217,25172,1,1.4088726511152698,-1.455922051250106,4.978915777624868
218,0.0006518180384837424,218,25288,1,1.4075777074457938,-1.4619369118678174,4.978779614418095
219,0.0003593453958042059,219,25404,1,1.430471687874386,-1.4514867595331602,4.9777616283415895
220,0.0003339760078585885,220,25520,1,1.4024328777287465,-1.4758826850232234,4.978593482773261
221,0.0006274872423004674,221,25636,1,1.402125150161058,-1.4813236425625531,4.978417219492172
222,0.0004060613707359828,222,25752,1,1.439195530339638,-1.4608630133721896,4.976846005280157
223,0.0004875411472214375,223,25868,1,1.4195707658948105,-1.4794963652790973,4.977389032457893
224,0.00047362217085239466,224,25984,1,1.4328748208386035,-1.4754518840929745,4.976683065541525
225,0.0006110387654101324,225,26100,1,1.4349147165541274,-1.4792174345264018,4.9763990778585185
226,0.0002502012390604158,226,26216,1,1.4521584914912715,-1.472560035091986,4.975508773275129
227,0.0004238664235750589,227,26332,1,1.4082735870691656,-1.5085422738656038,4.9770187457444175
228,0.0005959523089986984,228,26448,1,1.4397661400856594,-1.4914274452249037,4.97557625076664
229,0.00039652752718200013,229,26564,1,1.4616466141692672,-1.4815256338544989,4.974464455242435
230,0.0004667678694064148,230,26680,1,1.4434058362210207,-1.499315846549041,4.974994314572409
231,0.0005031007749088934,231,26796,1,1.455740170493465,-1.495927739632646,4.974259904012177
232,0.0005590059868721409,232,26912,1,1.463386586985051,-1.495830433076775,4.97370743973807
233,0.00021468190618953442,233,27028,1,1.4726951956955832,-1.4946074871175548,4.973071950431906
234,0.0004617906744261713,234,27144,1,1.4252569183220611,-1.5334961095175033,4.974857517180734
235,0.0005564680971636704,235,27260,1,1.469659535009632,-1.507080314895819,4.972726265677595
236,0.00040082160759605245,236,27376,1,1.483368331157716,-1.5028155628248034,4.971869461291509
237,0.0004405428184006688,237,27492,1,1.4693127878632124,-1.5177749681206336,4.972254666678771
238,0.0005135038955665638,238,27608,1,1.4780379763422526,-1.5169030724992019,4.971610960895562
239,0.0005218671213192971,239,27724,1,1.4899700839097474,-1.5138450417401388,4.97080427593739
240,0.00018907166151979626,240,27840,1,1.4945045503100285,-1.5159216738914072,4.970329599945915
241,0.00046778102914629693,241,27956,1,1.4437842634070344,-1.5574908577746953,4.972418255872989
242,0.0005314749937758434,242,28072,1,1.4958995069445928,-1.5253814160129109,4.969729752348085
243,0.00039430944243282195,243,28188,1,1.5065008550946657,-1.5232742105489168,4.96893943838686
244,0.00042428365561750225,244,28304,1,1.4939864671233936,-1.537204773608261,4.9692790230724855
245,0.0005043446583259115,245,28420,1,1.5016206439714277,-1.5371096655063532,4.968624300416817
246,0.0005084976983529554,246,28536,1,1.5146911657202617,-1.5332678568839593,4.967679998447718
247,0.00019169116370260086,247,28652,1,1.518826798813634,-1.5356353399909994,4.967176022228589
248,0.0004502234926246351,248,28768,1,1.4699602765754862,-1.5759250800181488,4.969362000977199
249,0.0005255274911200314,249,28884,1,1.5195807758381163,-1.5455809341959488,4.96654281212574
250,0.00037762663865065216,250,29000,1,1.531721004347666,-1.5424167906489759,4.965591038591558
251,0.0004167102632418318,251,29116,1,1.5174123084307936,-1.5576341080125913,4.966052667249988
252,0.0004710435588513029,252,29232,1,1.5264668027779567,-1.556551179750617,4.965254500972376
253,0.00051416760737788,253,29348,1,1.536863922893046,-1.5545663443531577,4.964364685694499
254,0.00018379946390778557,254,29464,1,1.5453789268187497,-1.5539209802751242,4.963561470370794
255,0.00040448324956379733,255,29580,1,1.4933918755915894,-1.5964963485063368,4.966119683812575
256,0.0005281692408880545,256,29696,1,1.53969208300726,-1.5683894373039422,4.9632251496648685
257,0.00034664949611712403,257,29812,1,1.5580411738104063,-1.560904439693933,4.9618182546477225
258,0.00041298622074328883,258,29928,1,1.5387225200667796,-1.5796740486730565,4.962610313205097
259,0.00040690211389685094,259,30044,1,1.5520109476305592,-1.5756065029654767,4.961482244496368
260,0.0005230440736619935,260,30160,1,1.5549342030748314,-1.5788449139166207,4.960954947157179
261,0.00023793756522427767,261,30276,1,1.5724798113842304,-1.5719222792041547,4.959518090283156
262,0.0003269163449787227,262,30392,1,1.5331956696816424,-1.6050898036421315,4.961560488903288
263,0.0005224710138233279,263,30508,1,1.5541881228127916,-1.595313927587728,4.959922102774421
264,0.000305977054342349,264,30624,1,1.5836942585137188,-1.5799373482142607,4.957677681041379
265,0.0004035342483200699,265,30740,1,1.55806551973206,-1.6032365829686168,4.958939490318234
266,0.0003208486131036914,266,30856,1,1.5769794506316832,-1.5951529908982205,4.957339721900076
267,0.0005187497749811198,267,30972,1,1.5681638135881542,-1.6067183755000691,4.957526881047544
268,0.00031793571338162296,268,31088,1,1.598388899368251,-1.5908219477637027,4.955111087224044
269,0.0002147766369443027,269,31204,1,1.575188601256047,-1.6124039590360624,4.956273583417773
270,0.0004934973245086516,270,31320,1,1.5575690533029243,-1.6305758751566204,4.957050397137069
271,0.00038648274943323124,271,31436,1,1.6069790316036197,-1.6006778939905082,4.953256717217502
272,0.00037956582585263465,272,31552,1,1.597247190948512,-1.6127648612082544,4.953516266627114
273,0.0003500970324261943,273,31668,1,1.6000384904808627,-1.616118982996778,4.9528882331430015
274,0.0004824781381688459,274,31784,1,1.599372809486977,-1.6219229657209258,4.952500911598911
275,0.0004100268228335868,275,31900,1,1.620918949403154,-1.6121216817343464,4.950477324137397
276,0.00018715196642951626,276,32016,1,1.6156957982256253,-1.6210598996858396,4.950410148126309
277,0.00042483051271227645,277,32132,1,1.5764709855988464,-1.6547869402883064,4.952841453806112
278,0.0004589088448822831,278,32248,1,1.625279981345087,-1.6249646049660356,4.948754117263649
279,0.00033486365909751736,279,32364,1,1.6333854610045808,-1.6246080166385126,4.947647279509299
280,0.0003727149658893092,280,32480,1,1.6197289214399775,-1.639551021926612,4.94823066619225
281,0.00039404115624977476,281,32596,1,1.6294715498102328,-1.6379852587000145,4.946980536106238
282,0.0004739060003455253,282,32712,1,1.6363823961312756,-1.6384423127936176,4.945931688400162
283,0.00021266457635255032,283,32828,1,1.6504916285832287,-1.6338829522740062,4.944270718322986
284,0.0002976206316708252,284,32944,1,1.6100182284657416,-1.6682199546104244,4.947051941377665
285,0.00048168680725621527,285,33060,1,1.6323206844689477,-1.657406753721059,4.944739878908612
286,0.0003022946790820491,286,33176,1,1.6629299895787824,-1.6411180946871107,4.941631589387429
287,0.0003686763531323134,287,33292,1,1.640848518972148,-1.662053275678625,4.942981123528249
288,0.0003109957086966375,288,33408,1,1.6557061341224675,-1.6568225702546973,4.941164976882101
289,0.00047350568545539984,289,33524,1,1.650103525398715,-1.6661807637162562,4.941103674545303
290,0.0003616533226510621,290,33640,1,1.6773941722754333,-1.6522442936526405,4.9381116304452055
291,0.00018669954003666667,291,33756,1,1.666194481829152,-1.6654395174442067,4.938549690131785
292,0.0004206189248412151,292,33872,1,1.6335032583185767,-1.6946244399306023,4.940901854510251
293,0.0004297789476568059,293,33988,1,1.6823592876830848,-1.6647082449178847,4.935885885347355
294,0.0003222099562741332,294,34104,1,1.6874389483932837,-1.6664667285347283,4.934800127046053
295,0.00035377788539034394,295,34220,1,1.6752202968631176,-1.6804753639387044,4.935350949780032
296,0.00036862934153766846,296,34336,1,1.6843044139704708,-1.6793633615762484,4.933867717996407
297,0.0004545167204899614,297,34452,1,1.6904812036318753,-1.680333535937888,4.93263889055086
298,0.00021524838259676105,298,34568,1,1.7061137057466795,-1.6746582678899662,4.930440616861478
299,0.0002580071255279537,299,34684,1,1.6683250793614395,-1.7071738589212564,4.93354466991974
300,0.0004552930888945539,300,34800,1,1.6822431129428976,-1.7024277317432086,4.931534465254247
301,0.0003232677740683809,301,34916,1,1.7178995413113214,-1.6823545950809657,4.927217214044495
302,0.0003447969861655187,302,35032,1,1.7025840226531532,-1.6985474218218237,4.928134454073561
303,0.00031351472603569075,303,35148,1,1.7100895947844728,-1.6985561784210235,4.926659744047624
304,0.0004283529181110801,304,35264,1,1.7086668462043826,-1.7049536058114323,4.926113861332856
